"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila mediaani [°C]"
"Turku Artukainen","2024","1","15","22:00","-14.5"
"Turku Artukainen","2024","1","15","23:00","-15"
"Turku Artukainen","2024","1","16","00:00","-14.9"
"Turku Artukainen","2024","1","16","01:00","-15.1"
"Turku Artukainen","2024","1","16","02:00","-15"
"Turku Artukainen","2024","1","16","03:00","-14.7"
"Turku Artukainen","2024","1","16","04:00","-14.8"
"Turku Artukainen","2024","1","16","05:00","-14.6"
"Turku Artukainen","2024","1","16","06:00","-13.6"
"Turku Artukainen","2024","1","16","07:00","-13.8"
"Turku Artukainen","2024","1","16","08:00","-13.9"
"Turku Artukainen","2024","1","16","09:00","-15.5"
"Turku Artukainen","2024","1","16","10:00","-16"
"Turku Artukainen","2024","1","16","11:00","-15.9"
"Turku Artukainen","2024","1","16","12:00","-15.4"
"Turku Artukainen","2024","1","16","13:00","-14.7"
"Turku Artukainen","2024","1","16","14:00","-14.3"
"Turku Artukainen","2024","1","16","15:00","-14.5"
"Turku Artukainen","2024","1","16","16:00","-15.6"
"Turku Artukainen","2024","1","16","17:00","-17.1"
"Turku Artukainen","2024","1","16","18:00","-16.2"
"Turku Artukainen","2024","1","16","19:00","-15.5"
"Turku Artukainen","2024","1","16","20:00","-16.3"
"Turku Artukainen","2024","1","16","21:00","-18"
"Turku Artukainen","2024","1","16","22:00","-18.9"
"Turku Artukainen","2024","1","16","23:00","-19.3"
"Turku Artukainen","2024","1","17","00:00","-19.4"
"Turku Artukainen","2024","1","17","01:00","-18.7"
"Turku Artukainen","2024","1","17","02:00","-18.4"
"Turku Artukainen","2024","1","17","03:00","-18.8"
"Turku Artukainen","2024","1","17","04:00","-19"
"Turku Artukainen","2024","1","17","05:00","-19.6"
"Turku Artukainen","2024","1","17","06:00","-19.8"
"Turku Artukainen","2024","1","17","07:00","-19.6"
"Turku Artukainen","2024","1","17","08:00","-17.4"
"Turku Artukainen","2024","1","17","09:00","-13.9"
"Turku Artukainen","2024","1","17","10:00","-10.7"
"Turku Artukainen","2024","1","17","11:00","-8.6"
"Turku Artukainen","2024","1","17","12:00","-6.9"
"Turku Artukainen","2024","1","17","13:00","-5.4"
"Turku Artukainen","2024","1","17","14:00","-2.3"
"Turku Artukainen","2024","1","17","15:00","-2.2"
"Turku Artukainen","2024","1","17","16:00","-2.9"
"Turku Artukainen","2024","1","17","17:00","-3.3"
"Turku Artukainen","2024","1","17","18:00","-3.5"
"Turku Artukainen","2024","1","17","19:00","-3.4"
"Turku Artukainen","2024","1","17","20:00","-3.5"
"Turku Artukainen","2024","1","17","21:00","-3.3"
"Turku Artukainen","2024","1","17","22:00","-3.4"
"Turku Artukainen","2024","1","17","23:00","-3.5"
"Turku Artukainen","2024","1","18","00:00","-3.4"
"Turku Artukainen","2024","1","18","01:00","-3.6"
"Turku Artukainen","2024","1","18","02:00","-3.8"
"Turku Artukainen","2024","1","18","03:00","-3.7"
"Turku Artukainen","2024","1","18","04:00","-3.7"
"Turku Artukainen","2024","1","18","05:00","-3.7"
"Turku Artukainen","2024","1","18","06:00","-3.8"
"Turku Artukainen","2024","1","18","07:00","-3.6"
"Turku Artukainen","2024","1","18","08:00","-3.8"
"Turku Artukainen","2024","1","18","09:00","-3.8"
"Turku Artukainen","2024","1","18","10:00","-3.8"
"Turku Artukainen","2024","1","18","11:00","-3.8"
"Turku Artukainen","2024","1","18","12:00","-3.3"
"Turku Artukainen","2024","1","18","13:00","-2.6"
"Turku Artukainen","2024","1","18","14:00","-2.6"
"Turku Artukainen","2024","1","18","15:00","-2.6"
"Turku Artukainen","2024","1","18","16:00","-3.8"
"Turku Artukainen","2024","1","18","17:00","-4.4"
"Turku Artukainen","2024","1","18","18:00","-4.9"
"Turku Artukainen","2024","1","18","19:00","-5.3"
"Turku Artukainen","2024","1","18","20:00","-5.8"
"Turku Artukainen","2024","1","18","21:00","-6.6"
"Turku Artukainen","2024","1","18","22:00","-6.7"
"Turku Artukainen","2024","1","18","23:00","-6.7"
"Turku Artukainen","2024","1","19","00:00","-5.6"
"Turku Artukainen","2024","1","19","01:00","-4.9"
"Turku Artukainen","2024","1","19","02:00","-5.4"
"Turku Artukainen","2024","1","19","03:00","-5.9"
"Turku Artukainen","2024","1","19","04:00","-6.5"
"Turku Artukainen","2024","1","19","05:00","-7"
"Turku Artukainen","2024","1","19","06:00","-7.3"
"Turku Artukainen","2024","1","19","07:00","-7.4"
"Turku Artukainen","2024","1","19","08:00","-7.6"
"Turku Artukainen","2024","1","19","09:00","-7.6"
"Turku Artukainen","2024","1","19","10:00","-7.6"
"Turku Artukainen","2024","1","19","11:00","-7.4"
"Turku Artukainen","2024","1","19","12:00","-7.2"
"Turku Artukainen","2024","1","19","13:00","-7.1"
"Turku Artukainen","2024","1","19","14:00","-7.4"
"Turku Artukainen","2024","1","19","15:00","-7.7"
"Turku Artukainen","2024","1","19","16:00","-10.3"
"Turku Artukainen","2024","1","19","17:00","-11.1"
"Turku Artukainen","2024","1","19","18:00","-12.3"
"Turku Artukainen","2024","1","19","19:00","-14.8"
"Turku Artukainen","2024","1","19","20:00","-16.1"
"Turku Artukainen","2024","1","19","21:00","-17.4"
"Turku Artukainen","2024","1","19","22:00","-18.3"
"Turku Artukainen","2024","1","19","23:00","-18.9"
"Turku Artukainen","2024","1","20","00:00","-19.7"
"Turku Artukainen","2024","1","20","01:00","-20.2"
"Turku Artukainen","2024","1","20","02:00","-17.5"
"Turku Artukainen","2024","1","20","03:00","-15.4"
"Turku Artukainen","2024","1","20","04:00","-14.5"
"Turku Artukainen","2024","1","20","05:00","-13.4"
"Turku Artukainen","2024","1","20","06:00","-12.9"
"Turku Artukainen","2024","1","20","07:00","-12.4"
"Turku Artukainen","2024","1","20","08:00","-11.8"
"Turku Artukainen","2024","1","20","09:00","-11.5"
"Turku Artukainen","2024","1","20","10:00","-10.9"
"Turku Artukainen","2024","1","20","11:00","-10.3"
"Turku Artukainen","2024","1","20","12:00","-9.9"
"Turku Artukainen","2024","1","20","13:00","-9.4"
"Turku Artukainen","2024","1","20","14:00","-8.6"
"Turku Artukainen","2024","1","20","15:00","-8.6"
"Turku Artukainen","2024","1","20","16:00","-11.1"
"Turku Artukainen","2024","1","20","17:00","-13.9"
"Turku Artukainen","2024","1","20","18:00","-15.3"
"Turku Artukainen","2024","1","20","19:00","-16.2"
"Turku Artukainen","2024","1","20","20:00","-17.2"
"Turku Artukainen","2024","1","20","21:00","-18.1"
"Turku Artukainen","2024","1","20","22:00","-19.1"
"Turku Artukainen","2024","1","20","23:00","-19.5"
"Turku Artukainen","2024","1","21","00:00","-19.7"
"Turku Artukainen","2024","1","21","01:00","-16.7"
"Turku Artukainen","2024","1","21","02:00","-12.1"
"Turku Artukainen","2024","1","21","03:00","-10.1"
"Turku Artukainen","2024","1","21","04:00","-8.6"
"Turku Artukainen","2024","1","21","05:00","-7.2"
"Turku Artukainen","2024","1","21","06:00","-5.5"
"Turku Artukainen","2024","1","21","07:00","-4.7"
"Turku Artukainen","2024","1","21","08:00","-2.3"
"Turku Artukainen","2024","1","21","09:00","-1.3"
"Turku Artukainen","2024","1","21","10:00","-0.6"
"Turku Artukainen","2024","1","21","11:00","-0.5"
"Turku Artukainen","2024","1","21","12:00","-0.1"
"Turku Artukainen","2024","1","21","13:00","0.5"
"Turku Artukainen","2024","1","21","14:00","1.4"
"Turku Artukainen","2024","1","21","15:00","1.8"
"Turku Artukainen","2024","1","21","16:00","1.8"
"Turku Artukainen","2024","1","21","17:00","1.7"
"Turku Artukainen","2024","1","21","18:00","1.7"
"Turku Artukainen","2024","1","21","19:00","1.7"
"Turku Artukainen","2024","1","21","20:00","1.5"
"Turku Artukainen","2024","1","21","21:00","1.6"
"Turku Artukainen","2024","1","21","22:00","1.9"
"Turku Artukainen","2024","1","21","23:00","2.1"
"Turku Artukainen","2024","1","22","00:00","2.1"
"Turku Artukainen","2024","1","22","01:00","1.8"
"Turku Artukainen","2024","1","22","02:00","1.5"
"Turku Artukainen","2024","1","22","03:00","1.1"
"Turku Artukainen","2024","1","22","04:00","1.1"
"Turku Artukainen","2024","1","22","05:00","1.4"
"Turku Artukainen","2024","1","22","06:00","1.5"
"Turku Artukainen","2024","1","22","07:00","1.7"
"Turku Artukainen","2024","1","22","08:00","1.8"
"Turku Artukainen","2024","1","22","09:00","2"
"Turku Artukainen","2024","1","22","10:00","1.7"
"Turku Artukainen","2024","1","22","11:00","1.6"
"Turku Artukainen","2024","1","22","12:00","1.4"
"Turku Artukainen","2024","1","22","13:00","0.8"
"Turku Artukainen","2024","1","22","14:00","0.9"
"Turku Artukainen","2024","1","22","15:00","1.3"
"Turku Artukainen","2024","1","22","16:00","1.4"
"Turku Artukainen","2024","1","22","17:00","1.8"
"Turku Artukainen","2024","1","22","18:00","3.2"
"Turku Artukainen","2024","1","22","19:00","3.6"
"Turku Artukainen","2024","1","22","20:00","3.6"
"Turku Artukainen","2024","1","22","21:00","3.9"
"Turku Artukainen","2024","1","22","22:00","4.1"
"Turku Artukainen","2024","1","22","23:00","4.2"
"Turku Artukainen","2024","1","23","00:00","4.3"
"Turku Artukainen","2024","1","23","01:00","3.9"
"Turku Artukainen","2024","1","23","02:00","4"
"Turku Artukainen","2024","1","23","03:00","3.8"
"Turku Artukainen","2024","1","23","04:00","3.6"
"Turku Artukainen","2024","1","23","05:00","3.6"
"Turku Artukainen","2024","1","23","06:00","3.3"
"Turku Artukainen","2024","1","23","07:00","3.2"
"Turku Artukainen","2024","1","23","08:00","3.2"
"Turku Artukainen","2024","1","23","09:00","3.3"
"Turku Artukainen","2024","1","23","10:00","3.3"
"Turku Artukainen","2024","1","23","11:00","3.6"
"Turku Artukainen","2024","1","23","12:00","3.6"
"Turku Artukainen","2024","1","23","13:00","3.4"
"Turku Artukainen","2024","1","23","14:00","3.4"
"Turku Artukainen","2024","1","23","15:00","3.5"
"Turku Artukainen","2024","1","23","16:00","3.3"
"Turku Artukainen","2024","1","23","17:00","3.1"
"Turku Artukainen","2024","1","23","18:00","2.6"
"Turku Artukainen","2024","1","23","19:00","2.1"
"Turku Artukainen","2024","1","23","20:00","1.6"
"Turku Artukainen","2024","1","23","21:00","1.3"
"Turku Artukainen","2024","1","23","22:00","0.5"
"Turku Artukainen","2024","1","23","23:00","-0.5"
"Turku Artukainen","2024","1","24","00:00","0.5"
"Turku Artukainen","2024","1","24","01:00","0.9"
"Turku Artukainen","2024","1","24","02:00","0.5"
"Turku Artukainen","2024","1","24","03:00","-0.9"
"Turku Artukainen","2024","1","24","04:00","-2.1"
"Turku Artukainen","2024","1","24","05:00","-1.9"
"Turku Artukainen","2024","1","24","06:00","-1.7"
"Turku Artukainen","2024","1","24","07:00","-1.5"
"Turku Artukainen","2024","1","24","08:00","-1.4"
"Turku Artukainen","2024","1","24","09:00","-1.1"
"Turku Artukainen","2024","1","24","10:00","-0.9"
"Turku Artukainen","2024","1","24","11:00","-0.1"
"Turku Artukainen","2024","1","24","12:00","0.6"
"Turku Artukainen","2024","1","24","13:00","1"
"Turku Artukainen","2024","1","24","14:00","1.2"
"Turku Artukainen","2024","1","24","15:00","1.3"
"Turku Artukainen","2024","1","24","16:00","1.2"
"Turku Artukainen","2024","1","24","17:00","1.3"
"Turku Artukainen","2024","1","24","18:00","1"
"Turku Artukainen","2024","1","24","19:00","1.1"
"Turku Artukainen","2024","1","24","20:00","0.8"
"Turku Artukainen","2024","1","24","21:00","0.7"
"Turku Artukainen","2024","1","24","22:00","0.9"
"Turku Artukainen","2024","1","24","23:00","1"
"Turku Artukainen","2024","1","25","00:00","0.9"
"Turku Artukainen","2024","1","25","01:00","0.6"
"Turku Artukainen","2024","1","25","02:00","0.6"
"Turku Artukainen","2024","1","25","03:00","0.4"
"Turku Artukainen","2024","1","25","04:00","0.3"
"Turku Artukainen","2024","1","25","05:00","0.4"
"Turku Artukainen","2024","1","25","06:00","0.4"
"Turku Artukainen","2024","1","25","07:00","0.3"
"Turku Artukainen","2024","1","25","08:00","0.2"
"Turku Artukainen","2024","1","25","09:00","-0.2"
"Turku Artukainen","2024","1","25","10:00","-0.4"
"Turku Artukainen","2024","1","25","11:00","-0.7"
"Turku Artukainen","2024","1","25","12:00","-0.8"
"Turku Artukainen","2024","1","25","13:00","-1"
"Turku Artukainen","2024","1","25","14:00","-1.1"
"Turku Artukainen","2024","1","25","15:00","-1.3"
"Turku Artukainen","2024","1","25","16:00","-1.4"
"Turku Artukainen","2024","1","25","17:00","-1.6"
"Turku Artukainen","2024","1","25","18:00","-2.2"
"Turku Artukainen","2024","1","25","19:00","-2.8"
"Turku Artukainen","2024","1","25","20:00","-3.5"
"Turku Artukainen","2024","1","25","21:00","-4.3"
"Turku Artukainen","2024","1","25","22:00","-4.9"
"Turku Artukainen","2024","1","25","23:00","-5.7"
"Turku Artukainen","2024","1","26","00:00","-6.4"
"Turku Artukainen","2024","1","26","01:00","-7.2"
"Turku Artukainen","2024","1","26","02:00","-7.9"
"Turku Artukainen","2024","1","26","03:00","-8.7"
"Turku Artukainen","2024","1","26","04:00","-10.1"
"Turku Artukainen","2024","1","26","05:00","-10.6"
"Turku Artukainen","2024","1","26","06:00","-11.1"
"Turku Artukainen","2024","1","26","07:00","-11.5"
"Turku Artukainen","2024","1","26","08:00","-10.9"
"Turku Artukainen","2024","1","26","09:00","-10.9"
"Turku Artukainen","2024","1","26","10:00","-11.2"
"Turku Artukainen","2024","1","26","11:00","-9.1"
"Turku Artukainen","2024","1","26","12:00","-7.1"
"Turku Artukainen","2024","1","26","13:00","-5.5"
"Turku Artukainen","2024","1","26","14:00","-4.1"
"Turku Artukainen","2024","1","26","15:00","-3.9"
"Turku Artukainen","2024","1","26","16:00","-4.1"
"Turku Artukainen","2024","1","26","17:00","-4.4"
"Turku Artukainen","2024","1","26","18:00","-4.6"
"Turku Artukainen","2024","1","26","19:00","-3.7"
"Turku Artukainen","2024","1","26","20:00","-3.3"
"Turku Artukainen","2024","1","26","21:00","-3"
"Turku Artukainen","2024","1","26","22:00","-3"
"Turku Artukainen","2024","1","26","23:00","-3.2"
"Turku Artukainen","2024","1","27","00:00","-3"
"Turku Artukainen","2024","1","27","01:00","-2.6"
"Turku Artukainen","2024","1","27","02:00","-2.3"
"Turku Artukainen","2024","1","27","03:00","-2.3"
"Turku Artukainen","2024","1","27","04:00","-2.3"
"Turku Artukainen","2024","1","27","05:00","-2.7"
"Turku Artukainen","2024","1","27","06:00","-2.7"
"Turku Artukainen","2024","1","27","07:00","-2.4"
"Turku Artukainen","2024","1","27","08:00","-2.4"
"Turku Artukainen","2024","1","27","09:00","-2.3"
"Turku Artukainen","2024","1","27","10:00","-2.1"
"Turku Artukainen","2024","1","27","11:00","-1.9"
"Turku Artukainen","2024","1","27","12:00","-1.6"
"Turku Artukainen","2024","1","27","13:00","-1.2"
"Turku Artukainen","2024","1","27","14:00","-0.6"
"Turku Artukainen","2024","1","27","15:00","-0.2"
"Turku Artukainen","2024","1","27","16:00","-0.1"
"Turku Artukainen","2024","1","27","17:00","-0.1"
"Turku Artukainen","2024","1","27","18:00","-0.2"
"Turku Artukainen","2024","1","27","19:00","-0.9"
"Turku Artukainen","2024","1","27","20:00","-1.3"
"Turku Artukainen","2024","1","27","21:00","-1.5"
"Turku Artukainen","2024","1","27","22:00","-1.4"
"Turku Artukainen","2024","1","27","23:00","-1"
"Turku Artukainen","2024","1","28","00:00","0.1"
"Turku Artukainen","2024","1","28","01:00","0.8"
"Turku Artukainen","2024","1","28","02:00","0.7"
"Turku Artukainen","2024","1","28","03:00","1"
"Turku Artukainen","2024","1","28","04:00","1.4"
"Turku Artukainen","2024","1","28","05:00","1.7"
"Turku Artukainen","2024","1","28","06:00","1.7"
"Turku Artukainen","2024","1","28","07:00","1.8"
"Turku Artukainen","2024","1","28","08:00","1.7"
"Turku Artukainen","2024","1","28","09:00","1.7"
"Turku Artukainen","2024","1","28","10:00","1.8"
"Turku Artukainen","2024","1","28","11:00","1.9"
"Turku Artukainen","2024","1","28","12:00","2.4"
"Turku Artukainen","2024","1","28","13:00","2.5"
"Turku Artukainen","2024","1","28","14:00","2.6"
"Turku Artukainen","2024","1","28","15:00","2.8"
"Turku Artukainen","2024","1","28","16:00","2.9"
"Turku Artukainen","2024","1","28","17:00","3"
"Turku Artukainen","2024","1","28","18:00","3.2"
"Turku Artukainen","2024","1","28","19:00","3.3"
"Turku Artukainen","2024","1","28","20:00","3.1"
"Turku Artukainen","2024","1","28","21:00","2.9"
"Turku Artukainen","2024","1","28","22:00","2.8"
"Turku Artukainen","2024","1","28","23:00","2.7"
"Turku Artukainen","2024","1","29","00:00","2.6"
"Turku Artukainen","2024","1","29","01:00","2.5"
"Turku Artukainen","2024","1","29","02:00","2.6"
"Turku Artukainen","2024","1","29","03:00","2.7"
"Turku Artukainen","2024","1","29","04:00","2.8"
"Turku Artukainen","2024","1","29","05:00","3"
"Turku Artukainen","2024","1","29","06:00","3"
"Turku Artukainen","2024","1","29","07:00","2.9"
"Turku Artukainen","2024","1","29","08:00","2.9"
"Turku Artukainen","2024","1","29","09:00","3"
"Turku Artukainen","2024","1","29","10:00","3.4"
"Turku Artukainen","2024","1","29","11:00","4.1"
"Turku Artukainen","2024","1","29","12:00","4.5"
"Turku Artukainen","2024","1","29","13:00","4.2"
"Turku Artukainen","2024","1","29","14:00","3.9"
"Turku Artukainen","2024","1","29","15:00","3.5"
"Turku Artukainen","2024","1","29","16:00","3"
"Turku Artukainen","2024","1","29","17:00","2.4"
"Turku Artukainen","2024","1","29","18:00","1.6"
"Turku Artukainen","2024","1","29","19:00","1.3"
"Turku Artukainen","2024","1","29","20:00","1.2"
"Turku Artukainen","2024","1","29","21:00","1.1"
"Turku Artukainen","2024","1","29","22:00","1"
"Turku Artukainen","2024","1","29","23:00","-0.2"
"Turku Artukainen","2024","1","30","00:00","-1.1"
"Turku Artukainen","2024","1","30","01:00","-1.6"
"Turku Artukainen","2024","1","30","02:00","-2"
"Turku Artukainen","2024","1","30","03:00","-2.1"
"Turku Artukainen","2024","1","30","04:00","-2.6"
"Turku Artukainen","2024","1","30","05:00","-2.9"
"Turku Artukainen","2024","1","30","06:00","-2.8"
"Turku Artukainen","2024","1","30","07:00","-3"
"Turku Artukainen","2024","1","30","08:00","-3.3"
"Turku Artukainen","2024","1","30","09:00","-3.4"
"Turku Artukainen","2024","1","30","10:00","-3.4"
"Turku Artukainen","2024","1","30","11:00","-2.3"
"Turku Artukainen","2024","1","30","12:00","-1"
"Turku Artukainen","2024","1","30","13:00","0.1"
"Turku Artukainen","2024","1","30","14:00","0.4"
"Turku Artukainen","2024","1","30","15:00","0.4"
"Turku Artukainen","2024","1","30","16:00","0.5"
"Turku Artukainen","2024","1","30","17:00","0.6"
"Turku Artukainen","2024","1","30","18:00","1.2"
"Turku Artukainen","2024","1","30","19:00","1.4"
"Turku Artukainen","2024","1","30","20:00","0.9"
"Turku Artukainen","2024","1","30","21:00","1"
"Turku Artukainen","2024","1","30","22:00","1"
"Turku Artukainen","2024","1","30","23:00","0.9"
"Turku Artukainen","2024","1","31","00:00","0.9"
